Person,Group,Date Active,Status,Handle,ID,Name,Followers,Tweets,Date Created,Approx Suspended
PZ,America First,2022-07-25,Suspended,@killvincedao,,,,,,2022-07-25
PZ,America First,2022-07-28,Suspended,@killdavidcarlso,,,,,,2022-07-28
PZ,America First,2022-07-29,Suspended,@euphoriapenguin,,,,,,2022-07-29
PZ,America First,2022-08-12,Suspended,@maralagosoldier,,,,,,2022-08-12
PZ,America First,2022-08-20,Suspended,@nocturnal_user,,,,,,2022-08-20
PZ,America First,2022-09-23,Suspended,@jadedreclusive,,,,,,2022-09-23
PZ,America First,2022-10-03,Suspended,@humblefanatic,,,,,,2022-10-03
PZ,America First,2022-10-03,Suspended,@PompousZealot,,,,,,2022-10-03
PZ,America First,2022-10-17,Suspended,@condemnedposter,,,,,,2022-10-17
PZ,America First,2022-10-26,Suspended,@deracinatedman,,,,,,2022-10-26
PZ,America First,2022-10-28,Suspended,@proud_zoomer,,,,,,2022-10-30
PZ,America First,2022-10-29,Deactivated,@y2kzealot,,,,,,2022-10-30
PZ,America First,2022-11-21,Suspended,@jansixberserker,,,,,,2022-11-21
Raper6000,America First,2022-05-20,Suspended,@raper6000_,1519531312427814915,raper6000,25,,2022-04-27,2022-05-22
Re-alidea / DepthTactics,America First,2022-03-30,Suspended,@AtelierZoomer,,,,,,
Re-alidea / DepthTactics,America First,2022-08-19,Suspended,@DepthTactics,,,,,,2022-08-19
Real MF,America First,2022-05-01,Suspended,@TheRealMF2_,1519540554878623744,real mf,464,,2022-04-27,2022-05-01
Real MF,America First,2022-05-05,Suspended,@AFmfer_,1522009254303272960,mfer,251,,2022-05-04,2022-05-06
Red Bottom Sky,America First,2022-06-30,Suspended,@redbottomsky_x1,,,,,,2022-06-30
Red Bottom Sky,America First,,Suspended,@redbottomsky,,,,,,
Red Pilled Jacob,America First,2022-06-22,Suspended,@redpilledjacob_,,,,,,2022-06-22
Red Pilled Jacob,America First,2022-07-03,Suspended,@punishedjacob,1543708090155016193,punishedjacob,102,3,2022-07-03,2022-07-04
Red Pilled Jacob,America First,2022-07-20,Suspended,@Tonysopranogroy,,,,,,2022-07-20
Red Pilled Jacob,America First,2022-11-02,Suspended,@lifterincel,,,,,,2022-11-02
Red Pilled Jacob,America First,,Suspended,@redpilledjacob,,,,,,
RnR Groyper,America First,2022-06-09,Suspended,@RGroypson,1506488837941436417,,,,2022-03-22,2022-06-09
RnR Groyper,America First,2022-06-09,Suspended,@RnRGroyper,1108218722,,,,,2021-03-01
RnR Groyper,America First,2022-06-21,Suspended,@rock_fren,,,,,,2022-06-21
Roboleader,America First,2022-04-07,Suspended,@roboleaderoomv2,1441634380955283459,,,,2021-09-24,2022-04-07
Roboleader,America First,2022-04-23,Suspended,@roboleaderoomv3,,,,,,2022-04-25
Roboleader,America First,2022-05-03,Suspended,@RoboGroyper,1518663871870865408,RoboGroyper,365,,2022-04-25,2022-05-04
Roboleader,America First,2022-05-05,Suspended,@notrobogroyper,1522006889764057088,NotRoboGroyper,197,,2022-05-04,2022-05-06
Roboleader,America First,2022-05-08,Suspended,@BannedGroyper,1270423769979293697,,,,2020-06-09,2022-05-08
RoboLeader,America First,2022-05-15,Suspended,@IrishGroyperv2,1524821478864171013,,,,2022-05-12,2022-05-15
RoboLeader,America First,2022-05-17,Suspended,@GregFinnV2,,,,,,2022-05-17
RoboLeader,America First,2022-05-26,Suspended,@Roboleaderoom6,1081635447812411392,RoboLeader,293,,2019-01-05,2022-05-26
Rocket,America First,2022-05-04,Suspended,@Rocket654340691,1519085489940180993,Rocket,84,,2022-04-26,2022-05-13
Rocket,America First,2022-05-10,Suspended,@rocket2865,1467446827125407746,,,,2021-12-04,2022-05-10
Rocket,America First,2022-05-18,Suspended,@RedGlar9,1522419456625979392,,,,2022-05-05,2022-05-18
Roganstein,America First,2022-02-03,Suspended,@ShmuleGoldberg,,,,,,
Roganstein,America First,2022-06-09,Suspended,@rogansteinburg,1533162348772458497,,,,2022-06-02,2022-06-09
Royal Gunt Guard,America First,2022-10-03,Suspended,@RoyalGuntGuard,,,,,,
Royal Gunt Guard,America First,2022-10-08,Suspended,@guntguarder,,,,,,2022-10-08
Royal Gunt Guard,America First,2022-10-14,Suspended,@harmlessgoy,,,,,,2022-10-14
Royal Gunt Guard,America First,2022-10-17,Suspended,@guntgrunt,,,,,,2022-10-17
Royal Gunt Guard,America First,2022-10-26,Suspended,@newwho00,,,,,,2022-10-26
Royal Gunt Guard,America First,2022-10-29,Suspended,@guntroyalguard,,,,,,2022-10-30
Royal Gunt Guard,America First,2022-11-16,Suspended,@rggonline,,,,,,2022-11-16
Royal Gunt Guard,America First,2022-11-19,Suspended,@jewhatergamer,,,,,,2022-11-19
Royal Gunt Guard,America First,2022-11-21,Suspended,@jewhatinggamer,,,,,,2022-11-21
Royal Gunt Guard,America First,2022-11-28,Suspended,@BennyGuardian,,,,,,2022-11-28
Royal Gunt Guard,America First,2022-11-30,Suspended,@royalyeguard,,,,,,2022-11-30
Royal Gunt Guard,America First,2022-12-14,Suspended,@Lennyguntguard,,,,,,2022-12-14
Royal Gunt Guard,America First,2023-01-03,Suspended,@guntroyaleguard,,,,,,2023-01-03
Sam Hyde,America First,2022-05-01,Suspended,@wetgallonz,,,,,,
Sam Hyde,America First,2022-05-29,Suspended,@SamHydesBurner,,,,,,2022-05-29
Sam Hyde,America First,2022-06-21,Suspended,@SamHydeOfficia1,,,,,,2022-06-21
Sam Hyde,America First,2022-06-29,Suspended,@hehadapoint,,,,,,2022-06-29
Sam Hyde,America First adj,2022-07-29,Suspended,@hydepilled,,,,,,2022-07-29
Sam Hyde,America First,2022-11-28,Suspended,@samhydegroyp,,,,,,2022-11-28
Sambo/Sam Hyde proxy,America First adj,2022-07-29,Suspended,@fiveguysjapan,,,,,,2022-07-29
Saul Groyper,America First,2022-04-27,Suspended,@SaulBasedman,1514837693854744578,Saul Basedman (Z),250,,2022-04-14,2022-04-28
Saxon Zoomer,America First,2022-05-25,Suspended,@saxon_zoomer,1518686584664731649,SaxonStatus,69,,2022-04-25,2022-05-26
Saxon Zoomer,America First,2022-05-26,Suspended,@saxonzoomer,,,,,,2022-02-10
Schizo Micro,America First,2022-06-09,Suspended,@MicrowaveSchizo,1518722848730320896,,,,2022-04-25,2022-06-09
Schizo Micro,America First,2022-06-09,Suspended,@SchizoMicrowave,,,,,,
Schizo Micro,America First,2022-06-25,Suspended,@RespawnedM,,,,,,2022-06-25
Schizo Micro,America First,2022-06-30,Suspended,@rules_twltter,,,,,,2022-06-30
Schizo Zoomer,America First,2022-05-24,Suspended,@schizozoomer,1471880430337019911,schizozoomer,316,,2021-12-17,2022-05-26
Schizo Zoomer,America First,2022-05-26,Suspended,@schizo_zoomer,,,,,,2021-09-25
Schizo Zoomer,America First,2022-06-25,Suspended,@SchizoZoomerr,,,,,,2022-06-25
Schizo Zoomer,America First,2022-09-17,Suspended,@BjorckBjorck,,,,,,2022-09-17
Schizo Zoomer,America First,2022-09-17,Suspended,@WrathfulBirkir,,,,,,2022-09-17
Schizo Zoomer,America First,2022-10-17,Suspended,@OgSchizo,,,,,,2022-10-17
Sean McCrossen,America First,2022-05-25,Suspended,@DatRealPatriot,1423156093291741186,Sean,560,,2021-08-04,2022-05-26
Sean McCrossen,America First,2022-05-26,Suspended,@SeanCMccrossen,,,,,,2021-03-28
Shadow,America First,2022-06-19,Suspended,@silentshad_w,,,,,,2022-06-19
Shadow Groyper,America First,2022-10-12,Suspended,@ShadowKanye,,,,,,2022-10-12
Shadow Groyper General,America First,2021-05-30,Suspended,@MassNationalist,,,,,,
Shadow Groyper General,America First,2022-08-22,Suspended,@Shadowfan1776,,,,,,2022-08-22
Shadow Groyper General,America First,2022-08-24,Suspended,@ShadowNat5,,,,,,2022-08-24
Smiley,America First,2021-11-19,Suspended,@SmileyTheFed,1278811950713933824,,,,2020-07-02,2021-11-19
Smiley,America First,2022-05-05,Suspended,@SmileyTheFren,735346599119998980,$MILEY,1545,,2016-05-24,2022-05-08
Smiley,America First,2022-05-20,Suspended,@OJsimpman,1527461137624752129,Mr. :),320,,2022-05-19,2022-05-22
Smiley,America First,2022-05-25,Suspended,@RedArmBand,1525492352202186756,,,,,2022-05-25
Sneed Groyper,America First,2022-05-03,Suspended,@Sneed_Gloyper,1478893991932268544,Sneed Gloyper,604,,2022-01-05,2022-05-04
Sneed Groyper,America First,2022-05-05,Suspended,@SneedGIoyper,1491119755733786626,Sneed Groyper,98,,2022-02-08,2022-05-06
Sneed Groyper,America First,2022-05-11,Suspended,@Sneed_GIoyper,1522516250588504066,,50,,2022-05-06,2022-05-14
Sneed Groyper,America First,,Suspended,@Sneed_Groyper,,,,,,
SneedFeedSeedBased,America First,2022-05-18,Suspended,@Oldsneedposter,,,,,,
SneedFeedSeedBased,America First,2022-08-10,Suspended,@FanboySneed,,,,,,2022-08-10
SneedFeedSeedBased,America First,2022-08-19,Suspended,@SneedyJean,,,,,,2022-08-19
SneedFeedSeedBased,America First,2022-08-27,Suspended,@sneed_chucky,,,,,,2022-08-27
SneedFeedSeedBased,America First,2022-09-01,Suspended,@PussSneedy,,,,,,2022-09-02
SneedFeedSeedBased,America First,2022-09-06,Suspended,@FeedBased,,,,,,2022-09-06
SneedFeedSeedBased,America First,2022-11-01,Suspended,@0xF33D533D,,,,,,
SneedFeedSeedBased,America First,2022-11-16,Suspended,@Feed_N_Seed,,,,,,2022-11-16
Spinach Brah,America First,2022-10-30,Suspended,@Spinachbrah,,,,,,
Spinach Brah,America First,2022-11-02,Suspended,@rawspinach,,,,,,2022-11-02
Spinach Brah,America First,2022-11-10,Request review,@basedspinach,,,,,,
Spoods,America First,2022-10-27,Suspended,@spoodsx,,,,,,
Spoods,America First,2022-11-16,Suspended,@grpr001,,,,,,2022-11-16
Spoods,America First,2022-11-18,Suspended,@grpr004,,,,,,2022-11-18
Spoods,America First,2022-12-02,Suspended,@spoofy_s,,,,,,2022-12-02
Suburban Groyper,America First,2021-09-25,Suspended,@SuburbanGroyper,1403538785145704450,Fire-Bellied (Suburban) Groyper,,,2021-06-11,2021-09-25
Suburban Groyper,America First,2022-02-22,Suspended,@punishedSG,1474146280368586792,Suburban Groyper,,,2021-12-23,2022-02-23
Suburban Groyper,America First,2022-03-07,Suspended,@Suburban_Groyp,1500557049301807104,Suburban Groyper,246,,2022-03-06,2022-03-08
Suburban Groyper,America First,2022-03-13,Suspended,@verypunishedSG,1501179241551081473,Suburban,83,,2022-03-08,2022-03-14
Suburban Groyper,America First,2022-03-15,Suspended,@SuburbanToad,1503770342573031425,Suburban,,,2022-03-15,2022-03-16
Suburban Groyper,America First,2022-03-18,Suspended,@GuburbanSroyper,1504516823311544330,Guburban Sroyper,31,,2022-03-17,2022-03-18
Suburban Groyper,America First,2022-03-22,Suspended,@SuburbanLiberal,1506101663521673218,Suburban,69,,2022-03-22,2022-03-23
Suburban Groyper,America First,2022-03-23,Suspended,@StubbornGroyper,1506809615828373512,Suburban,8,,2022-03-24,2022-03-24
Suburban Groyper,America First,2022-05-20,Suspended,@SuburbanGroyp3r,1527747086409670662,Suburban Groyper,154,,2022-05-20,2022-05-20
Suburban Groyper,America First,2022-05-27,Suspended,@cityarearesider,1528847990793945089,,,,2022-05-23,2022-05-28
Suburban Groyper,America First,2022-06-11,Suspended,@SuburbanToad1,,,,,,2022-06-11
Suburban Groyper,America First,2022-06-14,Suspended,@real_Suburban_,,,,,,2022-06-14
Suburban Groyper,America First,2022-06-14,Suspended,@Suburb_Resider,1532398822684434433,,,,2022-06-02,2022-06-09
Suburban Groyper,America First,2022-08-25,Suspended,@SGr0yp3r,,,,,,2022-08-25
Suburban Groyper,America First,2022-08-27,Suspended,@gluburban,,,,,,2022-08-27
Sulayman/Kevin Cannibal,America First,2022-11-21,Suspended,@PlaszowButcher,,,,,,2022-11-21
T.R. Sartor,America First,2022-05-28,Suspended,@sartor_tr,1385248429522264066,,,,2021-04-22,2022-05-29
T.R. Sartor,America First,2022-05-28,Suspended,@TRSartor1,,,,,,2022-05-29
T.R. Sartor,America First,2022-05-29,Suspended,@TRSartor,,,,,,
Tato,America First / Groyper,2021-11-14,Suspended,@boldpotatogroyp,1449148830558085121,tato,283,,2021-10-15,
Tato,America First / Groyper,2022-01-24,Suspended,@wexford_jim,1472298119157239812,nottato,456,,2021-12-18,2022-01-24
Tato,America First / Groyper,2022-02-13,Suspended,@opo_tate,1486083665843179526,/tato,435,,2022-01-25,2022-02-14
Tato,America First / Groyper,2022-04-19,Suspended,@Baked_groyper,1270135833476116480,Potato_Groyper,288,,2020-06-08,2022-04-21
Tato,America First / Groyper,2022-04-28,Suspended,@LeonMucks,1519059050780106753,tato,499,,2022-04-26,2022-04-29
Tato,America First / Groyper,2022-05-05,Suspended,@ptatogrypr,1520194033729126401,decimatio tato,87,,2022-04-29,2022-05-06
Tennessee Zoomer,America First,2022-06-25,Suspended,@MaleChauvinist9,,,,,,2022-06-25
Tennessee Zoomer,America First,2022-06-28,Suspended,@punished_tn,,,,,,2022-06-28
Tennessee Zoomer,America First,,Suspended,@TennZoomer,,,,,,
Tenryo,America First,2022-10-24,Suspended,@oyrnet,,,,,,2022-10-24
Tenryo,America First,2022-11-28,Active,@TenryoTheLight,,,,,,
Texan Groyper,America First,2021-12-06,Suspended,@nottexangroyper,1398385130201309187,,,,2021-05-28,2021-12-06
Texan Groyper,America First,2022-04-27,Suspended,@suspendedTexan,1518725997612474368,Texan!!!!,456,,2022-04-25,2022-04-28
Texan Groyper,America First,2022-05-25,Suspended,@ShadowofBlight,1483114623494668289,Blight ,379,,2022-01-17,2022-05-26
Texan Groyper,America First,2022-05-27,Suspended,@TX_Groyper,,,,,,2022-05-27
Texan Groyper,America First,2022-06-25,Suspended,@FlameofDragons,,,,,,2022-06-25
Texan Groyper,America First,2022-06-27,Suspended,@TheGrowingFlame,,,,,,2022-06-27
The Emoji Man,America First,2022-10-29,Suspended,@banishedemoji,,,,,,
The Emoji Man,America First,2022-11-02,Suspended,@ExiledEmoji,,,,,,2022-11-02
The Emoji Man,America First,2022-11-03,Suspended,@emoticonunknown,,,,,,2022-11-03
The Emoji Man,America First,2022-11-09,Suspended,@CreakDelight,,,,,,2022-11-09
The Emoji Man,America First,2022-11-10,Suspended,@Emojicashier,,,,,,2022-11-10
The Emoji Man,America First,2022-11-18,Suspended,@cashieremoticon,,,,,,2022-11-18
Three Spoons,America First,2022-06-15,Suspended,@spoons_three,1518700212172247040,,,,2022-04-25,2022-06-15
Three Spoons,America First,2022-06-15,Suspended,@spoonsthree,,,,,,
Thvle,America First,2022-03-09,Suspended,@WoodGroyper,1393996807945048068,wood work groyper,45,,2021-05-16,2022-03-09
Tin Pan Man,America First,2022-04-26,Suspended,@TMantinpan,1477440906227859459,,,,2022-01-02,2022-04-26
Tin Pan Man,America First,2022-04-29,Suspended,@12hourtimeout,1499980078029094913,TinPanMan,923,,2022-03-04,2022-04-30
Tin Pan Man,America First,2022-05-02,Suspended,@TinPnMn1,,,,,,2022-05-03
Tin Pan Man,America First,2022-05-05,Suspended,@TPM41658551,1521325278269788161,TPM,304,,2022-05-02,2022-05-06
Tin Pan Man,America First,2022-05-08,Suspended,@TinPanMan2,1522510988599341057,,,,2022-05-06,2022-05-08
Tin Pan Man,America First,2022-05-15,Suspended,@Sam34387245,1523656988395245568,,,,2022-05-09,2022-05-15
Tin Pan Man,America First,2022-05-19,Suspended,@TeePeeEm1,,,,,,2022-05-19
Tin Pan Man,America First,2022-05-20,Suspended,@TPMG4L,1527295861562167296,,136,,2022-05-19,2022-05-22
Tin Pan Man,America First,2022-05-25,Suspended,@manpan44,1528713327773462529,,,,2022-05-23,2022-05-25
Tin Pan Man,America First,2022-05-25,Suspended,@RTinpanman,,,,,,2022-05-23
Tin Pan Man,America First,2022-05-26,Suspended,@TPMG4L1,1529476853517500416, ,151,,2022-05-25,2022-05-26
Tin Pan Man,America First,2022-08-11,Suspended,@Man3Tin,,,,,,2022-08-11
TomAF,America First/ Shed adj.,2022-05-26,Suspended,@OppressedJew,,,,,,
TomAF,America First/ Shed adj.,2022-12-16,Suspended,@TToommAAFF,,,,,,2022-12-16
Trapocolypse,America First,2022-10-09,Suspended,@trapocolypse,,,,,,
Trapocolypse,America First,2022-10-12,Suspended,@punished_trap,,,,,,2022-10-12
Trapocolypse,America First,2022-10-17,Suspended,@RacistYeFan,,,,,,2022-10-17
Trapocolypse,America First,2022-10-24,Suspended,@TrumpYe2024,,,,,,2022-10-24
Trapocolypse,America First,2022-11-28,Suspended,@SadTrapocolypse,,,,,,2022-11-28
Trapocolypse,America First,2022-11-30,Suspended,@YeTrapocolypse,,,,,,2022-11-30
Trey Apollo,America First,2022-03-10,Suspended,@TreyApollo,1498495120403931140,,,,2022-02-28,2022-03-10
Trey Apollo,America First,2022-05-20,Suspended,@trey_godz,1502182213449760768,trey,1687,,2022-03-11,2022-05-26
Trey Apollo,America First,2022-05-28,Suspended,@trey_politics,1530224829630058496,,,,2022-05-27,2022-05-28
Trey Apollo,America First,2022-05-31,Suspended,@troy_gedz,,,,,,2022-05-31
Trey Apollo,America First,2022-06-13,Suspended,@On_Amphetamines,1534689494754017281,,,,2022-06-07,2022-06-13
Trey Apollo,America First,2022-06-19,Suspended,@treygodzjr,,,,,,2022-06-19
Trey Apollo,America First,2022-06-19,Suspended,@treygrod,,,,,,2022-06-19
Trey Apollo,America First,2022-06-27,Suspended,@0fficerTrey,,,,,,2022-06-27
Trey Apollo,America First,2022-08-11,Suspended,@psychoplastic1,,,,,,2022-08-11
Trey Apollo,America First,2022-10-24,Suspended,@rape_realist,,,,,,2022-10-24
Trey Apollo,America First,2022-10-26,Suspended,@KaloriMukasa,,,,,,2022-10-26
Trey Knickerbocker,America First,2022-05-07,Suspended,@KangTreys,,,,,,
Trey Knickerbocker,America First,2022-08-11,Suspended,@DavyJonesGroyp,,,,,,2022-08-11
TTG,America First,2022-06-23,Suspended,@UKKIsama,,,,,,2022-06-23
TTG,America First,,Suspended,@TTG,,,,,,
Tuxedo Groyper,America First,2022-04-30,Suspended,@Tuxedo_Groyper,1476799278894964930,TuxedoGroyper,434,,2021-12-30,2022-05-04
Tuxedo Groyper,America First,2022-05-21,Suspended,@tuxfrogcel,1522408473014804480,TuxGroyper,270,,2022-05-05,2022-05-22
Twitter Sucks,America First,2022-09-14,Suspended,@Twwtrscks,,,,,,
Twitter Sucks,America First,2022-10-14,Suspended,@twwwwttaerSvks,,,,,,2022-10-14
Tycho,Nazi/America First adj,2022-05-10,Suspended,@Tycho_79,,,,,,
Tycho,Nazi/America First adj,2022-10-07,Suspended,@sickoofant,,,,,,2022-10-07
Tycho,Nazi/America First adj,2022-10-17,Suspended,@aryanyesoldier,,,,,,2022-10-17
Tyler Russell,America First,2021-03-05,Suspended,@CanadaFirstHQ,1367987951964131330,,,,2021-03-05,
Tyler Russell,America First,2022-02-14,Suspended,@TylerLRussell,1171427759266156544,,,,2019-09-10,2022-02-14
Tyler Russell,America First,2022-05-10,Suspended,@TYLERtheGROYPER,1518728775357415429,,,,2022-04-25,2022-05-09
Tyler Russell,America First,2022-05-26,Suspended,@nitrogoober,1528463946310725636,mr. russell,305,,2022-05-22,2022-05-26
Tyler Russell proxy,America First,2022-08-09,Suspended,@CFclipsgroyper,,,,,,2022-08-09
Uncle Mew,America First,2022-06-15,Suspended,@uncle_mew,1516910970530062338,,,,2022-04-20,2022-06-15
Uncle Mew,America First,2022-06-15,Suspended,@unclemew,1196427462810275840,,,,2019-11-18,2020-12-12
Unpasteurized Groyper,America First,2022-08-12,Suspended,@groyperstrelkov,,,,,,
Unpasteurized Groyper,America First,2022-08-18,Suspended,@groyper_rw,,,,,,2022-08-18
Utah Groyper,America First,2021-12-07,Suspended,@utah_groyper,1468110196895588356,red meat enthusiast ,,,2021-12-07,2021-12-23
Utah Groyper,America First,2022-02-13,Suspended,@cozyincel,1492758018827509760, ,,,2022-02-13,2022-02-16
Utah Groyper,America First,2022-02-13,Suspended,@utahgroyper2,1473401271897964554,Utah Groyper,,,2021-12-21,2022-02-13
Utah Groyper,America First,2022-03-08,Suspended,@graper6000,1493710486235332609,  ,437,,2022-02-15,2022-03-08
Utah Groyper,America First,2022-03-09,Suspended,@GroyperUtah,1501165065474560008,Utah Groyper ,343,,2022-03-08,2022-03-10
Utah Groyper,America First,2022-03-11,Suspended,@ButcherApu,1502092866004389892,Butcher Fren,96,,2022-03-11,2022-03-11
Utah Groyper,America First,2022-03-14,Suspended,@bannedbutcher,1502364098742341636,Utah,114,,2022-03-11,2022-03-16
Utah Groyper,America First,2022-03-23,Suspended,@UtahDoomer,1504171667597271047,Utah Doomer,178,,2022-03-16,2022-03-23
Utah Groyper,America First,2022-03-24,Suspended,@floppafren,1506589329296171010,,32,,2022-03-23,2022-03-24
Utah Groyper,America First,2022-03-31,Suspended,@BeehiveGroyp,1507005270664261639,Beehive Groyper ,74,,2022-03-24,2022-04-01
Utah Groyper,America First,2022-04-03,Suspended,@SigmaUtah,1510444762695970820,Utah Sigma,,,2022-04-02,2022-04-03
Utah Groyper,America First,2022-04-07,Suspended,@LakeGorp,1510834402921697281,,,,2022-04-03,2022-04-07
Utah Zoomer,America First,2021-02-14,Suspended,@utahzoomer,1224832670443552768,,,,2020-02-05,2021-02-14
Utah Zoomer,America First,2022-04-27,Suspended,@utahzoomer77,1518693990014480384,UZ,761,,2022-04-25,2022-04-28
Utah Zoomer,America First,2022-05-02,Suspended,@UZswag,1520183999435448320,,,,2022-04-29,2022-05-03
Utah Zoomer,America First,2022-05-08,Suspended,@theLegoUZ,1521928949647163393,,,,2022-05-04,2022-05-08
Utah Zoomer,America First,2022-05-25,Suspended,@AFLegoFren,1521885488465858561,,,,2022-05-04,2022-05-25
Utah Zoomer,America First,2022-05-27,Suspended,@UZminifigure,,,,,,2022-05-27
Utah Zoomer,America First,2022-05-28,Suspended,@AFLegoDivision,1529507289509535746,,,,2022-05-25,2022-05-28
Utah Zoomer,America First,2022-05-31,Suspended,@MormonLego,1530820810222469120,Mormon Lego,25,,2022-05-29,2022-05-31
Utah Zoomer,America First,2022-06-01,Suspended,@UtahMinifigure,1530970134122209283,,,,2022-05-29,2022-06-01
Utah Zoomer,America First,2022-06-01,Suspended,@YouTahZoomer,1532089066417709056,YouTah Zoomer,144,,2022-06-01,2022-06-02
Utah Zoomer,America First,2022-06-03,Suspended,@UZNitro,1532490418071343104,Nitro UZ,270,,2022-06-02,2022-06-03
Utah Zoomer,America First,2022-06-06,Suspended,@UZLego,1532951764764344321,,,,2022-06-02,2022-06-06
Utah Zoomer,America First,2022-06-08,Suspended,@LegoMiniKit77,,,,,,2022-06-08
Utah Zoomer,America First,2022-10-31,Suspended,@LEGOClTY,,,,,,2022-10-31
ux,America First,2021-11-14,Suspended,@ux_online,1422352819965906944,ux,846,,2021-08-02,2021-12-07
ux,America First,2022-03-17,Suspended,@ux_beep_boop,1469431305465212932,ux,293,,2021-12-10,2022-03-20
ux,America First,2022-04-26,Suspended,@assistantux,1514692894925410307,assistant ux,695,,2022-04-14,2022-04-28
Ux,America First,2022-06-22,Suspended,@sourskittens,,,,,,2022-06-22
Ux,America First,2022-10-17,Suspended,@uxwastaken,,,,,,2022-10-17
Valley Zoomer,America First,2022-06-21,Suspended,@ValleyZoomerVZ,,,,,,2022-06-21
Valley Zoomer,America First,2022-06-29,Suspended,@VZgroyped,,,,,,2022-06-29
Valley Zoomer,America First,2022-07-02,Suspended,@VicodinZoomer,,,,,,2022-07-02
Valley Zoomer,America First,2022-07-03,Suspended,@dogenationalist,,,,,,2022-07-04
Valley Zoomer,America First,2022-07-03,Not Available,@VZoomer411,,,,,,
Valley Zoomer,America First,2022-07-05,Suspended,@dictatordoge2,,,,,,2022-07-05
Valley Zoomer,America First,2022-07-06,Suspended,@niggarespector,,,,,,2022-07-06
Valley Zoomer,America First,2022-09-03,Suspended,@VZfrogfren,,,,,,2022-09-03
Virginia Groyper,America First,2021-05-18,Suspended,@virginiagroyper,1338732952738521092,,,,2020-12-15,2021-05-18
Virginia Groyper,America First,2022-05-13,Suspended,@GroyperVirginia,1518683078335598593,Virginia_Groyper,306,,2022-04-25,2022-05-13
Virginia Groyper,America First,2022-05-28,Suspended,@CannonFodderAF,1529559033509724161,,,,2022-05-25,2022-05-29
Virginia Groyper,America First,2022-06-02,Suspended,@CannonFodder30,1531752372057276416,,81,,2022-05-31,2022-05-03
Virginia Groyper,America First,2022-06-04,Suspended,@LeanMonger,1532775635902504971,,,,2022-06-02,2022-06-04
Virginia Groyper,America First,2022-06-05,Suspended,@leanpoo,1533102294153183232,,,,2022-06-02,2022-06-06
Virginia Groyper,America First,2022-06-08,Suspended,@DarkFodder60,,,,,,2022-06-08
Virginia Groyper,America First,2022-06-25,Suspended,@leancannon70,,,,,,2022-06-25
Virginia Groyper,America First,2022-07-08,Suspended,@cannongroyper,,,,,,2022-07-08
Virginia Groyper,America First,2022-08-31,Suspended,@CnnFddrLnhd,,,,,,2022-08-31
Wave Meltzer,America First,2021-02-28,Suspended,@WaveMeltzer,,,,,,2021-02-28
Wave Meltzer,America First,2022-06-25,Suspended,@MeltzerWave,,,,,,2022-06-25
Wave Meltzer,America First,2022-06-30,Suspended,@W4V3RM3LTZ,,,,,,2022-06-30
Wave Meltzer,America First,2022-07-08,Suspended,@wizzave,,,,,,2022-07-08
West Virginia Groyper,America First,2021-10-10,Suspended,@WVGroyperII,1447332175670616066,,,,2021-10-10,
West Virginia Groyper,America First,2022-05-15,Suspended,@WVGroyperIII,1468303581426200576,,,,2021-12-07,2022-05-15
White King,America First,2022-07-21,Suspended,@whitekingwatch,,,,,,2022-07-21
White King,America First,2022-07-24,Suspended,@grinkowsky,,,,,,2022-07-24
White King,America First,2022-07-28,Suspended,@grinkgrinkgrink,,,,,,2022-07-28
White King,America First,2022-08-07,Suspended,@raped_grink,,,,,,2022-08-07
White King,America First,2022-08-09,Suspended,@lineridergroyp,,,,,,2022-08-10
White Whale,America First,2022-06-29,Suspended,@WhiteBoySummer9,,,,,,
White Whale,America First,2022-08-10,Suspended,@Wh1teboiSummer9,,,,,,2022-08-10
White Whale,America First,2022-08-11,Suspended,@Wh1teBoySumma,,,,,,2022-08-11
White Whale,America First,2022-08-12,Suspended,@Whitepilled999,,,,,,2022-08-12
White Whale,America First,2022-08-15,Suspended,@WhiteWarrior777,,,,,,2022-08-15
White Whale,America First,2022-08-21,Suspended,@Mog9910,,,,,,2022-08-21
White Whale,America First,2022-10-17,Suspended,@MogMog69228560,,,,,,2022-10-17
White Whale,America First,2022-11-04,Suspended,@jets559000,,,,,,2022-11-06
Winter Groyper,America First,2022-05-25,Suspended,@WinterZoomer,1471689866568245248,Not Winter Groyper,175,,2021-12-16,2022-05-26
Winter Groyper,America First,2022-05-26,Suspended,@WinterGroyper,,,,,,2021-10-02
Wisconsin Groyper,America First,2022-04-26,Suspended,@wisconsin_groy,1468069436066508801,wisconsin groyper Z ,421,,2021-12-06,2022-04-26
Wisconsin Groyper,America First,2022-05-03,Suspended,@midwesternfren,1519727443254333442,punished Wisconsin fren,184,,2022-04-28,2022-05-04
Wisconsin Groyper,America First,2022-06-02,Suspended,@Money_Groyper,1519752943607681024,Wisconsin Groyper,265,,2022-04-28,2022-06-03
Woozuh,America First,2020-03-15,Suspended,@KingWoozuh,,,,,,
Woozuh,America First,2022-10-29,Suspended,@woozuhG,,,,,,2022-11-01
Xero,America First,2022-08-20,Suspended,@Iroonybro,,,,,,
Xero,America First,2022-08-30,Suspended,@Noor00ni,,,,,,2022-08-30
Yungpec,America First adjacent,2022-05-29,Suspended,@jungpec,1354170922123595782,,,,2021-01-26,2022-01-25
